"","Soldnum","Price","Alcohol_Content","Reserve","COO","Variety","Body","Protected_indicator_of_origin","Rating","No_of_reviews"
"524","23","59","7","  ","西班牙(Spain) 卡斯蒂利亚-拉曼恰(Castile-La Mancha)","麝香(Muscat/Moscato)","中","VDLT","90","13"
"525","0","42",NA,"  ","其他 其他","  ","  ","  ","100","0"
"526","0","188","11","  ","西班牙(Spain) 佩内德斯(Penedes)","丹魄（Tempranillo）","中高","  ","90","169"
"527","2","79","11.5","  ","法国(France) 波尔多(Bordeaux)","55%梅洛(Merlot)、25%赤霞珠(Cabernet Sauvignon)、20%品丽珠(Cabernet Franc)","中","波尔多法定产区 A.O.C","90","7"
"528","0","138","12.5","  ","西班牙(Spain) 里奥哈(Rioja)","100%维尤拉(Viura)","中","里奥哈法定产区 D.O.C","90","5"
"529","20","128","13.5","  ","西班牙(Spain) 里奥哈(Rioja)","100%丹魄","中","里奥哈法定产区 D.O.C","80","5"
"530","30","188","14","  ","西班牙(Spain) 马德里(Madrid)","94%丹魄 3%格拉西亚诺3%玛祖爱罗","中高","里奥哈法定产区 D.O.C","90","192"
"531","36","288","12","  ","西班牙(Spain) 卡斯蒂利亚-拉曼恰(Castile-La Mancha)","丹魄(Tempranillo)","中","DO","80","4"
"532","78","288","12","  ","西班牙(Spain) 卡斯蒂利亚-拉曼恰(Castile-La Mancha)","丹魄(Tempranillo)","中","DO","60","1"
"533","1","42","10.5","  ","西班牙(Spain) 其他","霞多丽(Chardonnay)","中","VDM","60","1"
"534","6","89","11","  ","澳大利亚(Australia) 南澳(South Australia)","霞多丽黑皮诺","中低","  ","100","1"
"535","0","129","9.5","  ","意大利(Italy) 威尼托(Veneto)","70%歌蕾拉；30%霞多丽","中低","意大利优质酒庄","100","0"
"536","42","288",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"537","0","1299",NA,"  ","智利(Chile) 中央山谷(Central Valley)","赤霞珠(Cabernet Sauvignon),佳美娜(Carmenere)","中高","智利优质酒庄","100","0"
"538","0","228","13.9","  ","美国(USA) 加州(California)","90%赤霞珠(Cabernet Sauvignon),7%美乐(Merlot),3%西拉/设拉子(Syrah/Shiraz)","中","AVA","100","0"
"539","0","499","14.5","综合","法国(France) 波尔多(Bordeaux)","80%梅洛，10%赤霞珠，10%品丽珠","中高","  ","90","4"
"540","0","1169",NA,"  ","澳大利亚(Australia) 南澳(South Australia)","100%西拉","  ","  ","90","12"
"541","1","339","15","  ","意大利(Italy) 威尼托(Veneto)","65%科维纳(Corvina Veronese),10%科维诺尼(Corvinone),20%罗蒂内拉(Rondinella),5%其他","中高","DOCG","90","5"
"542","0","384","13","  ","法国(France) 波尔多(Bordeaux)","95%美乐(Merlot),5%品丽珠(Cabernet Franc)","中高","圣艾美隆列级名庄","100","0"
"543","36","178","14","  ","西班牙(Spain) 加泰罗尼亚(Catalonia)","60%歌海娜(Grenache/Granacha),25%佳丽酿(Carignan),15%西拉/设拉子(Syrah/Shiraz)","重","优质原产地葡萄酒D.O","100","11"
"544","0","158","11","  ","西班牙(Spain) 瓦伦西亚(Valencia)","  ","中","  ","90","4"
"545","0","238","14.5","  ","美国(USA) 加州(California)","霞多丽","中","  ","100","1"
"546","0","799","14.5","  ","美国(USA) 加州(California)","赤霞珠","中高","  ","100","3"
"547","0","229","13.5","  ","美国(USA) 加州(California)","西拉、小西拉","中高","  ","100","2"
"548","0","248","14.2","  ","美国(USA) 加州(California)","90%赤霞珠(Cabernet Sauvignon)5%梅洛(Merlot)5%品丽珠(Cabernet Franc)","中高","  ","100","1"
"549","9","49","12.5","  ","智利(Chile) 中央山谷(Central Valley)","100%赤霞珠(Cabernet Sauvignon)","中高","智利优质酒庄","90","74"
"550","0","68","13","  ","智利(Chile) 中央山谷(Central Valley)","70%赤霞珠(Cabernet Sauvignon),30%佳美娜(Carmenere)","中高","智利优质酒庄","80","7"
"551","0","88","13","  ","智利(Chile) 中央山谷(Central Valley)","100%西拉/设拉子(Syrah/Shiraz)","中高","智利优质酒庄","90","31"
"552","0","88","13","  ","智利(Chile) 中央山谷(Central Valley)","100%赤霞珠(Cabernet Sauvignon)","中高","智利优质酒庄","90","32"
"553","0","139","13.5","  ","智利(Chile) 中央山谷(Central Valley)","100%赤霞珠(Cabernet Sauvignon)","中高","智利优质酒庄","90","16"
"554","0","65","13.5","  ","澳大利亚(Australia) 南澳(South Australia)","赤霞珠梅洛","中","澳洲优质酒庄","100","5"
"555","1","798","14","  ","西班牙(Spain) 马德里(Madrid)","94%丹魄 3%格拉西亚诺3%玛祖爱罗","中高","里奥哈法定产区 D.O.C","100","25"
"556","0","498","14.2","纸质","中国","90%赤霞珠(Cabernet Sauvignon)5%梅洛(Merlot)5%品丽珠(Cabernet Franc)","中高","  ","90","10"
"557","0","398","13.5","  ","法国(France) 朗格多克鲁西荣(Languedoc Roussillon)","歌海娜，西拉，佳丽酿","中","朗格多克山丘AOC Coteaux du Languedoc ","100","0"
"558","1","239","12.5","  ","智利(Chile) 中央山谷(Central Valley)","100%赤霞珠(Cabernet Sauvignon)","中高","智利优质酒庄","100","54"
"559","0","338","12.5","  ","澳大利亚(Australia) 南澳(South Australia)","雷司令(Riesling)","中高","  ","100","0"
"560","0","758","14.5","  ","澳大利亚(Australia) 南澳(South Australia)","西拉/设拉子(Syrah/Shiraz)","中高","  ","100","0"
"561","0","538",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","1"
"562","0","258","13.5","混合","中国","65% merlot, 35% Cabernet Franc","中高","  ","80","7"
"563","0","320","13.5","  ","法国(France) 朗格多克鲁西荣(Languedoc Roussillon)","100%维欧尼(Viognier)","重","IGP","80","3"
"564","1","463","14","  ","法国(France) 罗纳河谷(Rhone Valley)","  ","中高","新教皇堡AOC","90","2"
"565","0","49","13.5","  ","法国(France) 罗纳河谷(Rhone Valley)","赤霞珠","中","  ","90","54"
"566","0","49","13","  ","法国(France) 罗纳河谷(Rhone Valley)","赤霞珠、梅洛","中","  ","90","146"
"567","2","88","9.5","  ","意大利(Italy) 艾米利亚·罗马涅(Emillia Romagna)","朗布罗斯科格斯帕罗萨(Lambrusco Grasparossa),朗布罗斯科萨拉米诺(Lambrusco Salamino),朗布罗斯科索巴拉(Lambrusco Sorbara)","轻","DOC","100","2"
"568","0","118","12.5","  ","意大利(Italy) 阿布鲁佐(Abruzzo)","100% MONTEPULCIANO D'ABRUZZO","中高","DOC","80","4"
"569","85","43",NA,"  ","澳大利亚(Australia) 新南威尔士(New South Wales)","赤霞珠(Cabernet Sauvignon),西拉（shiraz）","  ","澳大利亚优质酒庄","90","25"
"570","0","99","12.5","2011","法国(France) 波尔多(Bordeaux)","80%美乐(Merlot), 20%赤霞珠(Cabernet Sauvignon)","中高","波尔多法定产区A.O.C","100","0"
"571","0","468","12","0000","澳大利亚(Australia) 新南威尔士(New South Wales)","赛美蓉（Semillon）、脱拉米糯（Traminer）、西拉（shiraz）、方蒂耐（Frontignac)","中","澳大利亚优质酒庄","100","0"
"572","0","528","12.5","  ","西班牙(Spain) 埃斯特雷马杜拉(Extremadura)","丹魄、赤霞珠","中","Vino de Mesa","90","24"
"573","0","276","14","  ","西班牙(Spain) 马德里(Madrid)","94%丹魄 3%格拉西亚诺3%玛祖爱罗","中高","里奥哈法定产区 D.O.C","90","21"
"574","42","42",NA,"  ","中国(China) 天津(Tian Jin)","  ","  ","  ","100","3"
"575","0","229","13","2013","法国(France) 朗格多克鲁西荣(Languedoc Roussillon)","70%西拉(Syrah)、30%歌海娜(Grenache)","中","IGP","90","6"
"576","1","99","13","  ","法国(France) 罗纳河谷(Rhone Valley)","歌海娜、西拉、神索","  ","AOC","90","2"
"577","0","229","12.5","  ","法国(France) 罗纳河谷(Rhone Valley)","西拉","  ","AOC","100","1"
"578","0","299","13.5","  ","法国(France) 罗纳河谷(Rhone Valley)","歌海娜、西拉、慕合怀特","  ","AOC","80","2"
"579","0","329",NA,"  ","法国(France) 罗纳河谷(Rhone Valley)","歌海娜、西拉、慕合怀特、神索","  ","AOC","90","4"
"580","0","119","12.5","  ","法国(France) 普罗旺斯(Provence)","歌海娜、西拉","  ","AOC","90","5"
"581","0","358","13","2013","美国(USA) 加州(California)","仙粉黛,梅洛,赤霞珠,西拉","  ","美国优质酒庄","80","2"
"582","0","328","12.5","0000","法国(France) 朗格多克鲁西荣(Languedoc Roussillon)","40%歌海娜(Grenache)、20%希拉(Syrah)、20%佳丽酿(Carignan)、10%慕和怀特(Mourvedre),可贝尔AOP,0.0","中","可贝尔AOP","90","22"
"583","0","1068","13.5","  ","法国(France) 波尔多(Bordeaux)","65% merlot, 35% Cabernet Franc","中高","  ","100","5"
"584","2","509",NA,"  ","澳大利亚(Australia) 南澳(South Australia)","60%西拉/设拉子（Syrah/Shiraz）、40%赤霞珠(Cabernet Sauvignon)","  ","  ","100","5"
"585","0","698",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","1855梅多克列级五级庄","100","0"
"586","0","429",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中高","  ","100","0"
"587","2","378",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中高","格拉芙列级庄","100","0"
"588","0","359",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中","  ","100","0"
"589","0","750",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"590","9","89","11.5","  ","新西兰(New Zealand) 马丁伯勒(Martinborough)","100%长相思(Sauvignon Blanc)","中低","新西兰优质酒庄","90","26"
"591","15","168","13.5","  ","智利(Chile) 阿空加瓜大区(Aconcagua Regions)","赤霞珠","中","智利优质酒庄","100","12"
"592","12","138","13.5","  ","智利(Chile) 中央山谷(Central Valley)","赤霞珠、梅洛","中","智利优质酒庄","100","16"
"593","18","158","13.5","  ","智利(Chile) 中央山谷(Central Valley)","100%梅洛","中","智利优质酒庄","90","8"
"594","42","288","14.5","  ","澳大利亚(Australia) 南澳(South Australia)","赤霞珠(Cabernet Sauvignon)","中高","澳大利亚优质酒庄","100","19"
"595","54","329","14.5","  ","澳大利亚(Australia) 南澳(South Australia)","西拉/设拉子(Syrah/Shiraz)","中高","澳大利亚优质酒庄","90","5"
"596","3","256","13.5","0000","澳大利亚(Australia) 新南威尔士(New South Wales)","100%赤霞珠(Cabernet Sauvignon)","中高","澳大利亚优质酒庄","100","82"
"597","2","256","13.5","0000","澳大利亚(Australia) 新南威尔士(New South Wales)","100%西拉/设拉子（Syrah/Shiraz）","中高","澳大利亚优质酒庄","90","207"
"598","0","258","13.5","0000","澳大利亚(Australia) 新南威尔士(New South Wales)","100%西拉/设拉子（Syrah/Shiraz）","中高","澳大利亚优质酒庄","100","27"
"599","0","388","13.5","0000","澳大利亚(Australia) 新南威尔士(New South Wales)","100%西拉/设拉子（Syrah/Shiraz）","中高","澳大利亚优质酒庄","100","0"
"600","0","396","14","0000","智利(Chile) 中央山谷(Central Valley)","卡本妮苏维翁(Cabernet Sauvignon)","中高","智利优质酒庄","90","6"
"601","33","348",NA,"0000","法国(France) 波尔多(Bordeaux)","40%赤霞珠(Cabernet Sauvignon)、60%梅洛(merlot)","中","波尔多法定产区 A.O.C","90","237"
"602","72","699","0.135","  ","法国(France) 波尔多(Bordeaux)","赤霞珠(Cabernet Sauvignon),品丽珠(Cabernet Franc),美乐(Merlot","中高","AOC","100","0"
"603","0","368","0.125","  ","法国(France) 波尔多(Bordeaux)","68%赤霞珠(Cabernet Sauvignon),32%美乐(Merlot)","中高","1855列级酒庄5级庄所属","100","0"
"604","0","688","0.13","  ","法国(France) 波尔多(Bordeaux)","20%赤霞珠(Cabernet Sauvignon),80%美乐(Merlot)","中高","圣爱美隆列级庄","100","0"
"605","0","598","0.125","  ","法国(France) 波尔多(Bordeaux)","60%赤霞珠(Cabernet Sauvignon),40%美乐(Merlot)","中高","1855列级酒庄4级庄所属","100","0"
"606","0","288",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中高","  ","100","0"
"607","0","468",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中高","  ","100","0"
"608","0","3029","14.5","  ","澳大利亚(Australia) 南澳(South Australia)","赤霞珠(Cabernet Sauvignon),西拉/设拉子(Syrah/Shiraz)","中高","  ","90","4"
"609","0","798",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中","  ","100","0"
"610","6","1888",NA,"  ","其他 其他","  ","  ","  ","100","0"
"611","24","129",NA,"  ","西班牙(Spain) 里奥哈(Rioja)","100%丹魄（Tempranillo）","中高","D.O.C.A Rioja","90","182"
"612","59","698","13.5","  ","智利(Chile) 中央山谷(Central Valley)","赤霞珠","中高","珍藏级","90","59"
"613","0","646","14.5","  ","其他","赤霞珠(Cabernet Sauvignon)","中高","澳大利亚优质酒庄","100","5"
"614","6","42",NA,"  ","中国(China) 天津(Tian Jin)","  ","  ","  ","80","1"
"615","0","259","13","2012","法国(France) 其他","100%赤霞珠(Cabernet Sauvignon)","中","法国餐酒","80","22"
"616","4","599",NA,"  ","西班牙(Spain) 里奥哈(Rioja)","100%丹魄（Tempranillo）","中高","D.O.C.A Rioja","90","13"
"617","0","456","14","0000","西班牙(Spain) 穆尔西亚(Murcia)","85%慕尔韦度(Monastrell)、15%丹魄(Tempranillo)","中","Bullas D.O.P","100","1"
"618","132","198",NA,"  ","其他 其他","  ","  ","  ","90","7"
"619","156","198",NA,"  ","其他 其他","  ","  ","  ","90","12"
"620","0","1699","14.5","  ","澳大利亚(Australia) 南澳(South Australia)","赤霞珠(Cabernet Sauvignon)","中高","澳大利亚优质酒庄","80","3"
"621",NA,"288","0.14","  ","西班牙(Spain) 卡斯蒂利亚和雷昂(Castilla y Leon)","100%丹魄(Tempranillo)","中","DO","100","5"
"622","0","89","13.5","  ","法国(France) 其他","赤霞珠(Cabernet Sauvignon),歌海娜(Grenache/Granacha)","重","VDF","100","0"
"623","0","128","13","  ","法国(France) 波尔多(Bordeaux)","60%美乐(Merlot),35%赤霞珠(Cabernet Sauvignon),5%小味多(Petit Verdot)","重","AOC","100","0"
"624","12","388",NA,"  ","西班牙(Spain) 里奥哈(Rioja)","  ","中高","  ","100","8"
"625","24","518",NA,"  ","西班牙(Spain) 里奥哈(Rioja)","  ","中高","  ","90","6"
"626","0","69","0.11","  ","西班牙(Spain) 卡斯蒂利亚-拉曼恰(Castile-La Mancha)","爱人(Airen),马卡贝奥(Macabeo)","中","DO","100","0"
"627","0","119","0.13","  ","法国(France) 波尔多(Bordeaux)","美乐(Merlot),赤霞珠(Cabernet Sauvignon),品丽珠(Cabernet Franc)","中","AOC","80","2"
"628","0","239","0.135","  ","法国(France) 波尔多(Bordeaux)","美乐(Merlot),赤霞珠(Cabernet Sauvignon)","中","AOC","80","3"
"629","1","279","13","0000","法国(France) 朗格多克鲁西荣(Languedoc Roussillon)","100%梅洛(Merlot)","中高","奥克法定地区餐酒I.G.P","90","39"
"630","1","372","11.5","  ","新西兰(New Zealand) 马丁伯勒(Martinborough)","100%长相思(Sauvignon Blanc)","中低","新西兰优质酒庄","90","5"
"631","0","309","12","玻璃","中国","丹魄(Tempranillo),歌海娜(Grenache/Granacha)","中高","西班牙地区餐酒","100","138"
"632",NA,NA,NA,"  ","法国(France) 薄若莱(Beaujolais)","  ","  ","  ",NA,NA
"633","7","39","12","  ","西班牙(Spain) 其他","  ","中","  ","100","18"
"634","5","42","12.5","  ","西班牙(Spain) 其他","莫斯卡托","中高","  ","100","37"
"635","21","59","0.07","  ","西班牙(Spain) 卡斯蒂利亚-拉曼恰(Castile-La Mancha)","麝香(Muscat/Moscato)","中","普通餐酒","100","14"
"636","4","69","0.07","  ","西班牙(Spain) 卡斯蒂利亚-拉曼恰(Castile-La Mancha)","麝香(Muscat/Moscato)","中","  ","90","93"
"637","580","59",NA,"  ","法国(France) 其他","  ","中","V.C.E","90","30"
"638","0","228","0.135","  ","法国(France) 波尔多(Bordeaux)","70%美乐(Merlot),30%赤霞珠(Cabernet Sauvignon)","中高","AOC","100","0"
"639",NA,NA,NA,"  ","意大利(Italy) 艾米利亚·罗马涅(Emillia Romagna)","麝香(Muscat/Moscato),巴贝拉(Baberra),马尔瓦西(Malvasia)","轻","  ",NA,NA
"640","0","1799","15","2008","智利(Chile) 中央山谷(Central Valley)","100%西拉/设拉子(Syrah/Shiraz)","中高","智利优质酒庄","100","2"
"641","204","46","12.5","  ","智利(Chile) 中央山谷(Central Valley)","  ","中","  ","100","4"
"642","120","49",NA,"  ","澳大利亚(Australia) 其他","  ","中高","  ","90","48"
"643","0","178","7","0000","西班牙(Spain) 卡斯蒂利亚-拉曼恰(Castile-La Mancha)","丹魄(Tempranillo),莫斯卡托(Moscatel)","中低","德国优质半甜白葡萄酒","100","32"
"644","0","108","0.13","  ","法国(France) 波尔多(Bordeaux)","美乐(Merlot),赤霞珠(Cabernet Sauvignon),小味多(Petit Verdot)","中高","中级庄","90","8"
"645","3","256","13.5","0000","澳大利亚(Australia) 新南威尔士(New South Wales)","100%梅洛(Merlot)","中高","澳大利亚优质酒庄","90","20"
"646","45","168","0.145","  ","澳大利亚(Australia) 南澳(South Australia)","设拉子(Shiraz)，马塔罗（Mataro）","中高","  ","90","16"
"647","11","96","12.5","  ","澳大利亚(Australia) 南澳(South Australia)","100%霞多丽（Chardonnay）","中低","  ","100","12"
"648","0","168","0.145","  ","澳大利亚(Australia) 南澳(South Australia)","设拉子（Shiraz），Cabernet Sauvignon（赤霞珠），Malbec（马尔贝克）","中高","澳大利亚优质酒庄","100","0"
"649","0","168","0.135","  ","澳大利亚(Australia) 南澳(South Australia)","100%霞多丽（Chardonnay）","中低","澳大利亚优质酒庄","100","0"
"650","0","169",NA,"  ","法国(France) 其他","  ","中","V.C.E","90","176"
"651","16","86","14.5","  ","澳大利亚(Australia) 南澳(South Australia)","100%赤霞珠（Cabernet Sauvignon）","中高","澳大利亚优质酒庄","90","23"
"652","0","89",NA,"  ","意大利(Italy) 皮埃蒙特(Piemonte)","麝香(Muscat/Moscato)","中高","DOCG","100","0"
"653","-1","668","14","  ","新西兰(New Zealand) 中奥塔哥(Central Otago)","100%黑皮诺(Pinot Noir)","中","新西兰优质酒庄","90","7"
"654","2","259","12","  ","法国(France) 香槟(Champagne)","  ","  ","  ","100","2"
"655","4","179","12","  ","法国(France) 香槟(Champagne)","  ","  ","  ","90","5"
"656","0","1999","12.5","  ","法国(France) 波尔多(Bordeaux)","赤霞珠，梅乐","  ","中级庄","100","0"
"657","0","169",NA,"  ","澳大利亚(Australia) 其他","  ","中高","  ","90","13"
"658","0","321",NA,"  ","其他 其他","  ","  ","  ","100","0"
"659","0","390","7","  ","意大利(Italy) 其他","100%麝香葡萄(Moscato)","中","NV","90","2"
"660","0","249",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠(Cabernet Sauvignon)、美乐(Merlot)、品丽珠(Cabernet Franc)","  ","  ","100","1"
"661","0","918",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠(Cabernet Sauvignon)、梅洛(Merlot)、品丽珠(Cabernet Franc)、味尔多(Petit Verdot)","  ","二级庄","100","0"
"662","0","629",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠(Cabernet Sauvignon)、梅洛(Merlot)、味尔多(Petit Verdot)","  ","四级庄","80","1"
"663","0","299",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠(Cabernet Sauvignon)、美乐(Merlot)、品丽珠(Cabernet Franc)","  ","三级庄副牌","100","3"
"664","0","299",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠(Cabernet Sauvignon)、美乐(Merlot)、品丽珠(Cabernet Franc)","  ","三级庄副牌","100","0"
"665","0","399",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠(Cabernet Sauvignon)、梅洛(Merlot)、品丽珠(Cabernet Franc)、味尔多(Petit Verdot)","  ","五级庄","90","7"
"666","0","638",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠(Cabernet Sauvignon)、梅洛(Merlot)、味尔多(Petit Verdot)","  ","三级庄","100","3"
"667","0","588",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠(Cabernet Sauvignon)、美乐(Merlot)、品丽珠(Cabernet Franc)","  ","  ","100","0"
"668","3","299",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中","  ","100","0"
"669","0","69",NA,"  ","南非(South Africa) 西开普产地(Western Cape)","皮诺塔吉","中高","  ","90","3"
"670","2","52","12.5","  ","智利(Chile) 中央山谷(Central Valley)","佳美娜","中高","  ","80","6"
"671","0","58","12.5","  ","智利(Chile) 中央山谷(Central Valley)","赤霞珠","中高","  ","90","5"
"672","0","599","13.6","  ","智利(Chile) 中央山谷(Central Valley)","赤霞珠","中高","  ","100","0"
"673","0","599","14","  ","智利(Chile) 中央山谷(Central Valley)","佳美娜","中高","  ","100","1"
"674","0","599","14.1","  ","智利(Chile) 中央山谷(Central Valley)","西拉","中高","  ","100","0"
"675","0","168","19.5","  ","葡萄牙(Portugal) 杜罗(Douro)","弗兰克多瑞加(Touriga Franca),罗丽红(Tinta Roriz),廷塔阿玛瑞拉(Tinta Amarela)","重","  ","100","3"
"676","4","198","19","  ","葡萄牙(Portugal) 杜罗(Douro)","弗兰克多瑞加(Touriga Franca),罗丽红(Tinta Roriz),廷塔阿玛瑞拉(Tinta Amarela)","重","  ","70","2"
"677","0","220","17","  ","葡萄牙(Portugal) 杜罗(Douro)","弗兰克多瑞加(Touriga Franca),罗丽红(Tinta Roriz),廷塔阿玛瑞拉(Tinta Amarela)","重","  ","90","2"
"678","0","299",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠(Cabernet Sauvignon)、美乐(Merlot)、品丽珠(Cabernet Franc)","  ","五级庄副牌","100","0"
"679","0","359","0.125","  ","德国(Germany) 莱茵高(Rheingau)","100%雷司令(Riesling)","中低","特定产区优质酒","100","7"
"680","2","499","0.11","  ","德国(Germany) 莱茵高(Rheingau)","100%雷司令(Riesling)","中低","Kabinett","100","5"
"681","0","559","0.125","  ","德国(Germany) 莱茵高(Rheingau)","100%雷司令(Riesling)","中低","特定产区优质酒","100","5"
"682","2","599","0.075","  ","德国(Germany) 莱茵高(Rheingau)","100%雷司令(Riesling)","中低","Spaetlese","100","6"
"683","0","799","0.13","  ","德国(Germany) 莱茵高(Rheingau)","100%雷司令(Riesling)","中低","QbA","100","5"
"684","0","246","11.5","  ","法国(France) 波尔多(Bordeaux)","55%梅洛(Merlot)、25%赤霞珠(Cabernet Sauvignon)、20%品丽珠(Cabernet Franc)","中","波尔多法定产区 A.O.C","90","7"
"685","0","159",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中","超级波尔多AOC","100","14"
"686","0","118",NA,"  ","德国(Germany) 莱茵高(Rheingau)","100%雷司令(Riesling)","中低","特定产区优质酒","100","7"
"687","9","549",NA,"  ","澳大利亚(Australia) 南澳(South Australia)","西拉/设拉子(Syrah/Shiraz)","中高","澳大利亚优质酒庄","100","0"
"688",NA,NA,"0.145","  ","澳大利亚(Australia) 南澳(South Australia)","设拉子(Shiraz)，马塔罗（Mataro）","中高","  ",NA,NA
"689","4","315","0.145","  ","澳大利亚(Australia) 南澳(South Australia)","设拉子(Shiraz)，马塔罗（Mataro）","中高","  ","100","0"
"690","0","1349",NA,"  ","澳大利亚(Australia) 南澳(South Australia)","西拉/设拉子(Syrah/Shiraz)","中高","  ","80","1"
"691","0","956","14.5","  ","澳大利亚(Australia) 南澳(South Australia)","赤霞珠(Cabernet Sauvignon),西拉/设拉子(Syrah/Shiraz)","中高","  ","100","3"
"692","0","498","14.5","  ","澳大利亚(Australia) 南澳(South Australia)","100%赤霞珠（Cabernet Sauvignon）","中高","澳大利亚优质酒庄","80","2"
"693","1","568","12.5","  ","澳大利亚(Australia) 南澳(South Australia)","100%霞多丽（Chardonnay）","中低","  ","90","2"
"694","0","168","12.5","  ","法国(France) 波尔多(Bordeaux)","90%美乐(Merlot)，10%赤霞珠(Cabernet Sauvignon)","中高","AOC","100","1"
"695","1","479","12.5","  ","法国(France) 波尔多(Bordeaux)","90%美乐(Merlot)，10%赤霞珠(Cabernet Sauvignon)","中高","AOC","90","6"
"696","2","499","12.5","  ","法国(France) 波尔多(Bordeaux)","50%白苏维翁(Sauvignon Blanc) 50%沙美龙(Semillon)","中低","AOC","80","2"
"697","1","569","13","0000","法国(France) 波尔多(Bordeaux)","赤霞珠(Cabernet Sauvignon),美乐(Merlot),品丽珠(Cabernet Franc)","中高","AOC","80","1"
"698","4","378","13","  ","澳大利亚(Australia) 南澳(South Australia)","美乐(Merlot)","中","澳大利亚优质酒庄","100","0"
"699","0","378","13","  ","澳大利亚(Australia) 南澳(South Australia)","西拉/设拉子(Syrah/Shiraz)","中","澳大利亚优质酒庄","100","0"
"700","16","197",NA,"2014","澳大利亚(Australia) 南澳(South Australia)","  ","中高","  ","80","3"
"701","0","318","13.5","0000","智利(Chile) 中央山谷(Central Valley)","100%卡麦妮(carmenere)","中高","  ","100","0"
"702","1","278","13.5","0000","智利(Chile) 中央山谷(Central Valley)","100%梅洛(merlot)","中高","  ","80","4"
"703","2","278","13.5","0000","智利(Chile) 中央山谷(Central Valley)","100%设拉子(Shiraz)","中高","  ","80","1"
"704","0","419","14.5","0000","智利(Chile) 中央山谷(Central Valley)","莎当妮(Chardonnay)","中高","  ","100","0"
"705",NA,NA,"13.5","  ","澳大利亚(Australia) 东南澳(South Eastern Australia)","赤霞珠(Cabernet Sauvignon)，美乐(Merlot)","中高","  ",NA,NA
"706","0","268","7.5","  ","澳大利亚(Australia) 东南澳(South Eastern Australia)","100%麝香(Muscat/Moscato)","中低","  ","80","1"
"707","0","268",NA,"  ","澳大利亚(Australia) 东南澳(South Eastern Australia)","100%麝香(Muscat/Moscato)","中低","  ","90","2"
"708","0","268","13.5","0000","澳大利亚(Australia) 新南威尔士(New South Wales)","100%霞多丽（Chardonnay）","中","  ","90","2"
"709","0","309","14.5","0000","智利(Chile) 中央山谷(Central Valley)","90%美乐(Merlot)、10%卡门尼雅(Carmenere)","重","  ","100","0"
"710","2","288","14.5","0000","智利(Chile) 中央山谷(Central Valley)","90%西拉(syrah)、7%赤霞珠(Cabernet Sauvignon)、3%维欧尼(Viognier)","重","  ","100","2"
"711","2","309","14.5","0000","智利(Chile) 中央山谷(Central Valley)","90%赤霞珠(Cabernet Sauvignon) 10%美乐(Merlot)","重","  ","100","1"
"712","1","79","0.05","  ","意大利(Italy) 皮埃蒙特(Piemonte)","100%莫斯卡托(Moscato)","轻","意大利优质酒庄","100","4"
"713","0","79","0.125","  ","阿根廷(Argentina) 拉里奥哈(La Rioja)","  ","中低","意大利优质酒庄","100","1"
"714","0","79","0.135","  ","意大利(Italy) 其他","100%巴贝拉(Barbera)","中","意大利优质酒庄","100","6"
"715","0","39",NA,"  ","西班牙(Spain) 其他","100%丹魄（Tempranillo)","中高","VDLT","90","35"
"716","66","39",NA,"  ","西班牙(Spain) 其他","100%丹魄（Tempranillo)","中高","VDLT","70","2"
"717","12","258",NA,"  ","西班牙(Spain) 其他","100%丹魄（Tempranillo)","中高","VDLT","90","65"
"718","0","199","0.07","  ","西班牙(Spain) 卡斯蒂利亚-拉曼恰(Castile-La Mancha)","麝香(Muscat/Moscato)","中","  ","100","14"
"719","11","119",NA,"  ","西班牙(Spain) 其他","100%丹魄（Tempranillo)","中高","VDLT","100","52"
"720","0","799","8.5","0000","德国(Germany) 莫塞(Mosel)","100%雷司令(Riesling)","中","莫塞法定产区 Pradikatswein - Spatlese","100","0"
"721","30","499",NA,"  ","澳大利亚(Australia) 南澳(South Australia)","赤霞珠(Cabernet Sauvignon),西拉/设拉子(Syrah/Shiraz)","中高","  ","100","6"
